Record_ID,Timestamp,Scenario,Machine_ID,Machine_Type,Machine_Model_Class,Engine_Hours,Machine_Age,Engine_Temperature,Hydraulic_Temperature,Machine_Speed,Fuel_Consumption,Machine_Health_Score,Engine_Load_Percentage,Operator_ID,Experience_Level,Years_Experience,Operating_Shift,Historical_Efficiency,Historical_Idle_Time,Training_Score,Previous_Safety_Events,Operator_Skill_Score,Load_Weight,Load_Percentage,Load_Cycles,Idle_Time,Operating_Mode,Travel_Direction,Harsh_Acceleration,Harsh_Braking,Rapid_Control_Input,Control_Smoothness,Proximity_Violations,Seatbelt_Status,Proximity_Distance,Obstacle_Type,Blind_Zone_Entry,Ground_Slope,Safety_Zone_Status,Emergency_Stop,Safety_Event,Weather,Visibility,Ambient_Temperature,Dust_Level,Ground_Condition,Terrain_Type,Working_Zone,Lighting_Condition,Task_ID,Task_Type,Task_Complexity,Target_Quantity,Completed_Quantity,Historical_Task_Duration,Current_Task_Progress,Estimated_Task_Duration,Actual_Task_Duration,Total_Fuel_Used,Safety_Risk_Score,Safety_Risk_Level,Operator_Anomaly,Anomaly_Score,Anomaly_Reason,Task_Completion_Time,Incident_Type,Fuel_Efficiency
R020547,2026-06-02 18:39,NORMAL_OPERATION,EXC-206,Excavator,Large Excavator (30t class),11996.3,10.05,82.1,62.0,2.18,17.65,65.6,62.6,OP1077,Experienced,7.3,Afternoon,80.4,14.4,81.4,0,76.5,2.21,71.8,234,16.8,Standard,Reverse,2,2,8,89.1,2,Fastened,10.29,Structure,0,5.8,Clear,1,0,Light_Rain,61.8,31.1,3.3,Wet,Gentle_Slope,Zone A,Dawn_Dusk,TSK-020547,Backfilling,4,515.1,515.1,113.2,0.878,87.6,135.3,39.2,15.8,LOW,0,0.1211,Normal,17.6,No_Incident,13.15
R026218,2026-06-02 19:24,LOW_VISIBILITY,EXC-211,Excavator,Medium Excavator (20t class),3907.1,3.05,81.2,62.1,1.66,13.63,83.9,67.3,OP1025,Expert,17.0,Afternoon,89.0,15.0,84.8,2,72.4,1.7,83.6,412,23.2,Standard,Reverse,5,0,7,77.4,1,Fastened,7.17,Worker,0,8.9,Clear,0,0,Dust_Wind,13.7,32.9,77.9,Dry,Trench_Edge,Zone C,Daylight,TSK-026218,Backfilling,3,699.3,699.3,165.4,0.055,158.5,186.3,42.8,32.4,MEDIUM,0,0.0991,Normal,177.6,No_Incident,16.36
R020464,2026-06-03 00:10,STEEP_TERRAIN,EXC-210,Excavator,Medium Excavator (20t class),3499.7,2.35,81.8,60.3,1.53,14.58,80.6,77.1,OP1035,Experienced,6.7,Night,86.6,24.2,90.7,1,83.1,1.43,75.4,194,25.9,Standard,Reverse,0,2,12,98.6,0,Fastened,20.0,No_Object,0,17.2,Clear,0,1,Cloudy,48.2,22.5,18.1,Loose,Gentle_Slope,Zone A,Night_Poor,TSK-020464,Trenching,3,277.2,277.2,98.8,0.858,96.1,148.9,36.7,43.7,MEDIUM,0,0.0526,Normal,23.2,Stability_Loss,7.56
R036808,2026-06-03 01:12,MULTIPLE_SIMULTANEOUS_RISKS,EXC-210,Excavator,Medium Excavator (20t class),3467.9,2.35,78.4,58.4,2.99,14.8,82.5,76.8,OP1109,Experienced,8.0,Night,77.0,18.5,86.5,1,63.0,2.06,106.0,506,50.4,Standard,Forward,7,5,142,64.5,9,Fastened,4.42,Material_Pile,0,3.7,Warning,1,1,Heavy_Rain,27.2,20.4,20.9,Wet,Flat,Zone A,Night_Floodlit,TSK-036808,Excavation,2,1038.9,1038.9,322.0,0.221,277.0,343.7,81.6,50.3,MEDIUM,1,0.9688,Unusual_Speed,282.9,Obstacle_Contact,12.73
R028116,2026-06-03 08:58,EXCESSIVE_IDLE,WHL-308,Wheel Loader,Large Wheel Loader,6891.1,5.46,79.5,54.4,6.41,15.95,82.5,48.2,OP1071,Intermediate,2.1,Morning,71.5,11.3,62.5,0,31.3,4.82,70.5,141,21.3,Eco,Reverse,1,3,24,60.1,0,Fastened,5.99,Material_Pile,0,2.5,Warning,0,0,Cloudy,92.6,31.3,58.7,Dry,Haul_Road,Zone F,Daylight,TSK-028116,Material_Transfer,2,678.6,678.6,154.9,0.388,130.8,145.0,40.2,14.1,LOW,1,0.8202,Excessive_Idle,88.4,No_Incident,16.86
R014961,2026-06-03 09:26,HIGH_FUEL_CONSUMPTION,EXC-221,Excavator,Large Excavator (30t class),13497.6,8.46,84.4,61.6,2.51,29.15,74.8,75.3,OP1102,Intermediate,2.8,Morning,55.9,19.6,57.2,0,32.5,2.18,70.9,197,26.8,Power,Reverse,4,7,16,66.8,2,Fastened,10.58,Structure,0,0.6,Clear,0,0,Cloudy,84.6,28.4,16.5,Dry,Flat,Zone A,Daylight,TSK-014961,Excavation,4,426.8,426.8,110.5,0.575,85.4,152.6,73.2,14.0,LOW,1,0.9771,Abnormal_Fuel,66.5,No_Incident,5.83
R020446,2026-06-03 10:13,MACHINE_OVERHEATING,WHL-309,Wheel Loader,Medium Wheel Loader,13599.9,10.56,99.8,93.6,3.4,12.39,50.2,62.7,OP1014,Experienced,5.2,Morning,73.9,28.4,78.6,1,66.1,3.7,82.1,221,39.6,Standard,Reverse,3,3,12,86.7,1,Fastened,13.27,Worker,0,6.5,Clear,0,0,Cloudy,92.4,32.8,26.0,Loose,Stockpile,Zone D,Daylight,TSK-020446,Material_Transfer,1,814.8,814.8,253.1,0.76,211.0,208.8,43.4,37.9,MEDIUM,0,0.025,Normal,53.2,No_Incident,18.78
R023714,2026-06-03 18:46,PROXIMITY_HAZARD,EXC-210,Excavator,Medium Excavator (20t class),3574.8,2.36,82.0,57.9,2.38,14.57,84.1,66.8,OP1027,Expert,24.2,Afternoon,85.9,18.4,99.8,5,86.2,1.5,74.4,293,24.5,Standard,Reverse,0,2,13,88.6,5,Fastened,1.52,Worker,1,7.4,Violated,1,1,Light_Rain,76.1,31.4,2.4,Dry,Trench_Edge,Zone C,Daylight,TSK-023714,Trenching,3,438.8,438.8,153.3,0.85,152.1,147.9,35.6,90.2,CRITICAL,0,0.2346,Normal,22.2,Proximity_Near_Miss,12.32
R015435,2026-06-04 06:45,EXCESSIVE_IDLE,WHL-301,Wheel Loader,Large Wheel Loader,12355.4,8.06,88.0,64.7,5.83,22.5,55.6,65.9,OP1118,Novice,1.4,Morning,62.5,15.3,65.1,0,38.0,4.82,75.2,211,121.6,Power,Forward,3,3,42,73.4,8,Fastened,15.97,No_Object,0,4.6,Clear,0,0,Light_Rain,72.7,33.1,31.9,Wet,Haul_Road,Zone F,Daylight,TSK-015435,Material_Transfer,4,1013.5,1013.5,239.3,0.384,195.4,437.8,161.9,35.6,MEDIUM,1,0.9993,Excessive_Idle,248.8,No_Incident,6.26
R030768,2026-06-04 08:13,NORMAL_OPERATION,EXC-203,Excavator,Large Excavator (30t class),13736.5,8.86,85.3,66.0,2.63,16.75,53.8,68.4,OP1058,Experienced,7.2,Morning,86.4,23.8,90.4,1,82.6,2.39,73.1,91,13.4,Standard,Forward,0,0,3,91.4,1,Fastened,5.28,Worker,0,0.4,Warning,0,0,Cloudy,86.7,29.5,22.8,Dry,Flat,Zone A,Daylight,TSK-030768,Trenching,4,216.1,216.1,69.8,0.224,56.2,77.7,21.8,21.5,LOW,0,0.1123,Normal,58.1,No_Incident,9.92
R028577,2026-06-04 10:42,STEEP_TERRAIN,EXC-213,Excavator,Large Excavator (30t class),13342.6,9.76,83.7,62.6,1.08,24.44,61.4,84.5,OP1032,Intermediate,4.4,Morning,67.2,29.8,70.0,1,45.1,2.12,63.6,303,83.5,Standard,Reverse,3,3,17,69.1,4,Fastened,18.88,No_Object,0,25.2,Clear,0,0,Fog,43.3,20.3,38.4,Loose,Stockpile,Zone D,Daylight,TSK-028577,Excavation,2,641.2,641.2,168.6,0.438,128.2,329.9,134.2,75.3,CRITICAL,0,0.1172,Normal,194.9,No_Incident,4.78
R033187,2026-06-04 18:29,POOR_WEATHER,EXC-206,Excavator,Large Excavator (30t class),11857.3,10.06,81.5,64.6,1.77,17.69,65.6,70.4,OP1077,Experienced,7.3,Afternoon,80.4,14.4,81.8,0,76.5,1.88,58.7,119,19.0,Standard,Forward,1,3,12,86.6,0,Fastened,6.93,Vehicle,0,9.2,Clear,0,0,Heavy_Rain,53.7,24.9,3.9,Muddy,Embankment,Zone A,Daylight,TSK-033187,Trenching,2,251.3,223.2,63.5,0.726,65.3,145.7,41.6,29.8,LOW,0,0.1416,Normal,41.1,No_Incident,5.36
R026472,2026-06-04 23:35,POOR_WEATHER,EXC-218,Excavator,Medium Excavator (20t class),8645.9,7.26,79.0,57.7,1.93,11.28,69.6,52.5,OP1023,Intermediate,2.4,Night,70.1,14.9,65.5,0,41.4,1.16,59.7,307,17.2,Standard,Reverse,1,1,19,76.8,1,Fastened,6.1,Worker,0,1.5,Clear,0,0,Light_Rain,49.6,19.8,0.8,Wet,Flat,Zone A,Night_Floodlit,TSK-026472,Backfilling,3,354.5,354.5,89.4,0.053,80.3,158.8,30.6,38.7,MEDIUM,0,0.0301,Normal,148.8,No_Incident,11.59
R002061,2026-06-05 14:54,POOR_WEATHER,EXC-210,Excavator,Medium Excavator (20t class),3525.3,2.36,79.2,63.2,0.31,13.34,82.7,68.5,OP1034,Experienced,5.7,Afternoon,83.1,14.6,75.4,0,60.2,1.55,79.3,181,11.7,Standard,Swinging,1,1,15,82.6,1,Fastened,17.4,Worker,0,7.9,Clear,0,0,Heavy_Rain,52.1,29.1,19.1,Muddy,Gentle_Slope,Zone A,Daylight,TSK-002061,Backfilling,3,279.7,279.7,79.2,0.138,63.4,101.5,23.5,23.3,LOW,0,0.0247,Normal,83.3,No_Incident,11.89
R024856,2026-06-06 00:04,STEEP_TERRAIN,EXC-210,Excavator,Medium Excavator (20t class),3643.7,2.36,82.5,59.6,0.46,17.63,81.9,82.8,OP1027,Expert,24.2,Night,85.9,18.4,98.4,5,86.2,1.4,70.4,392,44.4,Standard,Swinging,2,3,10,84.2,6,Fastened,9.39,Worker,0,28.4,Clear,0,0,Fog,30.8,21.4,17.7,Dry,Embankment,Zone A,Night_Floodlit,TSK-024856,Excavation,3,549.1,549.1,151.8,0.074,146.4,255.9,81.4,75.6,CRITICAL,0,0.231,Normal,237.8,No_Incident,6.74
R030964,2026-06-06 10:29,HIGH_LOAD_OPERATION,EXC-218,Excavator,Medium Excavator (20t class),8775.4,7.27,82.0,63.9,0.16,16.94,65.8,75.0,OP1096,Intermediate,2.5,Morning,76.6,12.8,62.7,3,49.0,1.88,94.8,266,9.7,Power,Swinging,3,1,7,73.3,1,Fastened,7.27,Material_Pile,0,2.9,Clear,0,0,Light_Rain,75.4,26.4,10.4,Wet,Flat,Zone B,Daylight,TSK-030964,Loading,2,500.2,500.2,156.6,0.281,126.7,108.1,31.3,41.2,MEDIUM,0,0.0418,Normal,81.1,No_Incident,15.99
R024427,2026-06-06 15:40,MULTIPLE_SIMULTANEOUS_RISKS,WHL-314,Wheel Loader,Medium Wheel Loader,12614.2,8.37,83.2,63.0,5.05,13.24,68.2,70.0,OP1038,Intermediate,2.7,Afternoon,72.9,18.2,86.5,0,50.0,3.39,77.1,300,65.8,Standard,Forward,7,6,38,75.0,2,Fastened,10.21,Material_Pile,0,15.6,Clear,0,0,Dust_Wind,34.5,32.0,68.1,Dry,Embankment,Zone E,Dawn_Dusk,TSK-024427,Material_Transfer,2,1014.4,1014.4,304.2,0.714,262.7,387.5,84.9,41.8,MEDIUM,0,0.2433,Normal,104.8,No_Incident,11.94
R031018,2026-06-06 23:32,NORMAL_OPERATION,EXC-207,Excavator,Large Excavator (30t class),8088.6,5.27,82.7,59.9,0.04,22.38,81.1,80.6,OP1060,Expert,14.1,Night,82.7,23.0,84.5,2,67.7,2.72,83.0,177,30.3,Power,Stationary,1,0,7,82.4,2,Fastened,20.0,Vehicle,0,10.5,Clear,0,0,Light_Rain,46.0,22.8,17.0,Wet,Embankment,Zone A,Night_Floodlit,TSK-031018,Excavation,3,480.8,480.8,106.0,0.809,96.2,119.2,44.8,35.3,MEDIUM,0,0.1377,Normal,21.0,No_Incident,10.72
R033791,2026-06-07 06:31,PROXIMITY_HAZARD,EXC-221,Excavator,Large Excavator (30t class),13532.9,8.47,78.4,60.8,1.88,13.61,69.3,42.7,OP1029,Expert,13.9,Morning,71.9,20.2,78.5,1,68.1,1.82,57.9,177,16.8,Standard,Forward,0,2,4,80.9,1,Fastened,2.56,Worker,0,1.6,Violated,0,0,Clear,100.0,28.4,12.7,Dry,Flat,Zone D,Daylight,TSK-033791,Loading,2,321.6,321.6,63.2,0.473,61.1,98.9,22.5,31.3,MEDIUM,0,0.0534,Normal,47.5,No_Incident,14.27
R025197,2026-06-07 07:04,NORMAL_OPERATION,WHL-316,Wheel Loader,Large Wheel Loader,14254.2,9.77,78.4,50.8,7.29,12.78,64.5,39.6,OP1113,Intermediate,4.5,Morning,76.9,21.0,73.0,0,51.1,2.97,42.1,211,33.3,Eco,Forward,1,2,9,72.0,4,Fastened,17.0,Structure,0,1.1,Clear,0,0,Clear,93.1,24.4,14.9,Dry,Flat,Zone B,Daylight,TSK-025197,Loading,2,623.8,623.8,122.3,0.184,99.3,202.3,41.9,15.8,LOW,0,0.2372,Normal,167.3,No_Incident,14.89
R008664,2026-06-07 15:33,NORMAL_OPERATION,EXC-206,Excavator,Large Excavator (30t class),12020.1,10.07,85.5,69.0,0.0,25.88,66.9,95.4,OP1057,Intermediate,3.8,Afternoon,79.6,14.3,65.1,1,61.1,2.77,85.0,121,9.3,Power,Swinging,2,0,9,76.3,0,Fastened,16.49,No_Object,0,12.9,Clear,0,0,Heavy_Rain,41.3,27.2,18.3,Wet,Embankment,Zone E,Daylight,TSK-008664,Excavation,2,335.2,335.2,62.2,0.851,67.0,90.8,40.2,31.8,MEDIUM,0,0.0456,Normal,14.8,No_Incident,8.34
R016691,2026-06-08 19:18,EFFICIENT_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4686.5,3.27,81.6,61.1,6.77,13.72,81.0,58.2,OP1039,Intermediate,4.5,Afternoon,69.9,24.8,73.6,1,51.8,5.01,73.8,81,17.8,Eco,Reverse,1,3,6,76.6,3,Fastened,7.57,Material_Pile,0,1.1,Clear,0,0,Clear,76.7,36.5,44.7,Rocky,Haul_Road,Zone F,Dawn_Dusk,TSK-016691,Stockpiling,5,475.5,403.8,95.6,0.751,79.7,143.9,32.0,19.4,LOW,0,0.0691,Normal,33.2,No_Incident,12.62
R010649,2026-06-09 07:27,EFFICIENT_OPERATION,WHL-308,Wheel Loader,Large Wheel Loader,6923.1,5.47,81.2,59.1,6.53,17.79,84.5,64.7,OP1064,Experienced,8.2,Morning,73.8,22.8,65.0,5,51.5,6.92,94.0,138,17.7,Standard,Forward,3,2,13,80.8,0,Fastened,7.64,Worker,0,5.4,Clear,0,0,Clear,93.2,27.7,44.7,Rocky,Haul_Road,Zone B,Daylight,TSK-010649,Loading,2,952.7,952.7,206.9,0.104,151.7,146.5,44.7,23.2,LOW,0,0.012,Normal,128.5,No_Incident,21.32
R011522,2026-06-10 01:15,EFFICIENT_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4724.8,3.27,82.1,63.3,7.16,16.56,82.2,70.2,OP1082,Experienced,5.9,Night,79.8,42.4,75.2,1,72.2,6.25,87.2,64,12.4,Standard,Forward,1,0,6,80.2,0,Fastened,15.27,No_Object,0,7.3,Clear,0,0,Clear,79.2,30.2,43.0,Loose,Stockpile,Zone D,Night_Floodlit,TSK-011522,Stockpiling,1,395.1,395.1,92.6,0.164,66.2,63.9,17.1,37.8,MEDIUM,0,0.2392,Normal,50.8,No_Incident,23.06
R010883,2026-06-11 06:25,NORMAL_OPERATION,WHL-304,Wheel Loader,Medium Wheel Loader,5689.8,4.28,82.0,58.8,6.87,11.48,81.4,57.9,OP1022,Expert,17.7,Morning,81.5,16.0,98.2,2,78.0,3.4,77.9,377,35.2,Eco,Forward,7,4,25,84.6,3,Unfastened,14.79,No_Object,0,3.9,Clear,0,0,Cloudy,80.5,30.6,21.1,Dry,Haul_Road,Zone F,Daylight,TSK-010883,Material_Transfer,2,1281.2,1281.2,300.1,0.705,331.8,295.0,54.4,25.4,LOW,0,0.1752,Normal,82.7,No_Incident,23.55
R023672,2026-06-11 15:08,UNSAFE_OPERATION,EXC-216,Excavator,Medium Excavator (20t class),14253.9,9.78,87.9,65.4,4.09,16.94,56.0,64.7,OP1092,Novice,0.6,Afternoon,67.1,21.2,63.7,0,43.2,1.21,60.9,490,46.1,Power,Forward,3,7,66,68.0,8,Fastened,1.84,Worker,0,8.5,Violated,0,1,Light_Rain,79.5,35.9,16.5,Wet,Flat,Zone D,Daylight,TSK-023672,Loading,2,590.2,590.2,176.5,0.597,149.5,255.6,70.9,81.8,CRITICAL,1,0.9958,Unusual_Speed,97.5,Stability_Loss,8.33
R034495,2026-06-12 08:13,POOR_WEATHER,EXC-224,Excavator,Large Excavator (30t class),15459.7,9.58,83.8,62.0,0.69,21.39,53.5,60.6,OP1095,Novice,1.6,Morning,68.7,16.3,61.5,1,36.4,2.21,68.8,217,26.7,Standard,Swinging,1,2,16,65.3,1,Fastened,6.42,Vehicle,0,1.8,Clear,0,0,Dust_Wind,49.3,29.9,72.2,Dry,Flat,Zone B,Daylight,TSK-034495,Loading,3,479.4,479.4,105.5,0.723,91.1,175.0,61.4,26.8,LOW,0,0.1094,Normal,43.1,No_Incident,7.8
R033891,2026-06-12 17:06,UNSAFE_OPERATION,EXC-223,Excavator,Large Excavator (30t class),9433.7,7.28,83.8,58.4,3.32,17.9,77.5,71.7,OP1020,Novice,0.5,Afternoon,69.3,32.5,69.6,0,41.7,2.5,76.8,359,85.0,Standard,Reverse,10,8,98,64.2,8,Fastened,2.78,Vehicle,1,11.8,Violated,0,1,Heavy_Rain,54.1,28.9,0.0,Muddy,Gentle_Slope,Zone A,Daylight,TSK-033891,Excavation,3,894.3,894.3,215.1,0.945,178.9,383.6,115.2,94.6,CRITICAL,1,0.9434,Unusual_Speed,19.3,Stability_Loss,7.77
R018617,2026-06-12 17:20,NORMAL_OPERATION,EXC-205,Excavator,Medium Excavator (20t class),12065.0,10.38,86.2,65.1,1.64,12.29,69.0,64.9,OP1019,Intermediate,2.7,Afternoon,76.9,18.9,68.1,1,50.5,1.33,67.7,232,37.4,Eco,Forward,3,6,15,67.6,3,Unfastened,7.87,Worker,0,7.6,Clear,0,0,Dust_Wind,47.8,39.3,77.0,Dry,Trench_Edge,Zone C,Daylight,TSK-018617,Trenching,4,309.6,309.6,122.9,0.475,107.3,216.2,43.7,21.5,LOW,0,0.2557,Normal,114.0,No_Incident,7.08
R018733,2026-06-13 07:14,NORMAL_OPERATION,EXC-216,Excavator,Medium Excavator (20t class),14183.9,9.78,85.8,60.2,2.1,10.8,57.7,55.9,OP1018,Experienced,6.1,Morning,70.6,21.9,68.3,1,62.4,1.5,76.8,676,56.5,Eco,Reverse,0,1,18,88.7,2,Fastened,6.0,Worker,0,8.0,Clear,0,0,Cloudy,82.9,29.0,37.3,Dry,Stockpile,Zone D,Daylight,TSK-018733,Loading,3,1013.7,1013.7,288.3,0.833,256.8,311.9,55.5,20.8,LOW,0,0.0244,Normal,58.4,No_Incident,18.27
R020958,2026-06-13 07:32,NORMAL_OPERATION,EXC-201,Excavator,Large Excavator (30t class),8642.1,5.78,82.5,61.3,0.22,18.84,75.6,67.9,OP1051,Intermediate,4.1,Morning,68.4,11.0,76.0,2,62.1,2.4,79.8,130,6.1,Standard,Swinging,0,0,4,85.1,1,Unfastened,15.56,No_Object,0,3.4,Clear,0,0,Clear,91.8,29.2,32.8,Dry,Flat,Zone A,Daylight,TSK-020958,Excavation,1,311.2,311.2,68.9,0.493,62.2,51.4,16.2,15.5,LOW,0,0.1518,Normal,23.4,No_Incident,19.21
R018415,2026-06-13 10:57,MULTIPLE_SIMULTANEOUS_RISKS,EXC-220,Excavator,Large Excavator (30t class),3626.1,2.08,79.9,58.0,3.22,22.99,89.7,75.5,OP1115,Intermediate,3.0,Morning,71.6,16.6,53.5,1,45.2,2.66,83.0,165,16.1,Standard,Reverse,6,3,16,60.6,2,Unfastened,1.03,Vehicle,1,11.8,Violated,0,1,Fog,41.9,23.9,30.9,Dry,Gentle_Slope,Zone E,Daylight,TSK-018415,Backfilling,3,437.1,437.1,96.9,0.901,74.3,96.1,37.1,99.4,CRITICAL,1,0.907,Repeated_Harsh_Events,8.7,Vehicle_Interaction,11.78
R028991,2026-06-13 15:22,NORMAL_OPERATION,WHL-312,Wheel Loader,Medium Wheel Loader,6515.5,3.98,82.8,63.4,8.32,10.92,79.7,62.6,OP1004,Intermediate,2.4,Afternoon,64.1,49.2,61.5,1,36.4,3.69,81.2,209,86.4,Standard,Forward,3,4,15,76.0,4,Fastened,9.86,Structure,0,0.0,Clear,0,0,Clear,100.0,36.0,13.5,Dry,Flat,Zone D,Daylight,TSK-028991,Material_Transfer,2,768.2,768.2,356.6,0.319,198.9,248.6,44.6,12.4,LOW,0,0.3116,Normal,167.0,No_Incident,17.21
R009704,2026-06-13 15:38,STEEP_TERRAIN,EXC-214,Excavator,Large Excavator (30t class),11190.6,8.38,87.9,70.1,0.02,19.48,68.2,83.2,OP1041,Intermediate,2.6,Afternoon,74.5,19.2,65.4,2,41.5,2.17,69.9,176,23.9,Standard,Swinging,0,2,20,79.1,2,Fastened,16.59,No_Object,0,27.0,Clear,0,0,Cloudy,78.1,35.2,23.2,Dry,Gentle_Slope,Zone A,Daylight,TSK-009704,Loading,3,379.7,379.7,101.7,0.904,72.2,131.4,44.3,55.9,HIGH,0,0.0921,Normal,12.6,No_Incident,8.58
R039339,2026-06-13 17:04,MACHINE_OVERHEATING,EXC-215,Excavator,Medium Excavator (20t class),11622.0,8.88,109.0,97.3,0.46,13.76,50.0,79.4,OP1041,Intermediate,2.6,Afternoon,74.5,19.2,63.9,2,41.5,1.47,69.7,229,20.8,Standard,Swinging,0,0,7,73.5,3,Fastened,3.82,Worker,0,8.3,Warning,0,0,Clear,93.3,38.7,28.2,Dry,Gentle_Slope,Zone A,Daylight,TSK-039339,Excavation,3,334.8,334.8,112.6,0.334,89.3,127.7,29.2,33.7,MEDIUM,0,0.077,Normal,81.3,No_Incident,11.47
R009399,2026-06-15 00:22,LOW_VISIBILITY,WHL-307,Wheel Loader,Large Wheel Loader,4747.5,3.29,81.1,56.3,6.14,15.58,84.9,70.8,OP1082,Experienced,5.9,Night,79.8,42.4,75.6,1,72.2,5.82,83.7,60,22.7,Standard,Reverse,0,0,11,72.2,1,Fastened,9.26,Structure,0,8.0,Clear,0,0,Cloudy,40.7,23.0,30.3,Dry,Stockpile,Zone D,Night_Poor,TSK-009399,Loading,3,344.7,344.7,88.3,0.085,54.9,73.7,20.2,41.2,MEDIUM,0,0.0737,Normal,67.9,No_Incident,17.1
R006101,2026-06-15 09:28,PROXIMITY_HAZARD,EXC-215,Excavator,Medium Excavator (20t class),11519.0,8.89,83.4,63.1,2.77,11.88,68.0,73.8,OP1010,Experienced,7.0,Morning,71.3,28.9,80.1,1,68.2,1.26,61.6,253,31.6,Standard,Reverse,2,3,13,79.2,2,Fastened,1.7,Vehicle,1,15.5,Violated,1,1,Clear,96.1,26.7,19.4,Dry,Embankment,Zone A,Daylight,TSK-006101,Excavation,2,319.2,319.2,93.6,0.374,85.1,130.5,25.5,94.2,CRITICAL,1,0.9591,Unusual_Speed,80.2,Vehicle_Interaction,12.53
R028741,2026-06-15 15:40,EXCESSIVE_IDLE,EXC-206,Excavator,Large Excavator (30t class),12024.9,10.09,86.8,66.5,0.32,18.54,66.4,75.6,OP1057,Intermediate,3.8,Afternoon,79.6,14.3,64.8,1,61.1,2.52,78.7,235,24.4,Standard,Swinging,1,2,5,75.8,0,Fastened,16.6,No_Object,0,11.0,Clear,0,0,Clear,88.3,33.2,21.6,Dry,Embankment,Zone E,Daylight,TSK-028741,Backfilling,2,591.1,591.1,105.9,0.933,100.5,119.3,37.7,31.3,MEDIUM,1,0.9317,Excessive_Idle,7.0,No_Incident,15.69
R030614,2026-06-16 00:16,PROXIMITY_HAZARD,EXC-210,Excavator,Medium Excavator (20t class),3657.5,2.39,82.0,56.4,2.46,16.16,81.9,66.8,OP1027,Expert,24.2,Night,85.9,18.4,100.0,5,86.2,1.21,57.4,435,30.3,Standard,Reverse,2,3,11,85.2,3,Fastened,2.87,Worker,0,3.7,Violated,0,0,Clear,62.8,23.6,24.5,Dry,Gentle_Slope,Zone A,Night_Floodlit,TSK-030614,Excavation,3,524.5,524.5,141.4,0.687,139.9,181.0,47.2,40.1,MEDIUM,0,0.0928,Normal,63.3,No_Incident,11.12
R005423,2026-06-16 02:16,NORMAL_OPERATION,EXC-217,Excavator,Medium Excavator (20t class),8270.5,6.09,82.6,61.4,0.08,13.39,64.2,70.2,OP1116,Intermediate,2.3,Night,81.6,12.7,72.7,0,51.2,1.17,59.6,335,23.3,Standard,Swinging,6,0,24,77.3,3,Fastened,18.01,No_Object,0,7.7,Clear,0,0,Light_Rain,62.1,25.6,16.4,Wet,Gentle_Slope,Zone A,Night_Floodlit,TSK-005423,Excavation,4,391.8,391.8,127.6,0.7,104.5,227.8,50.3,19.4,LOW,0,0.0392,Normal,61.0,No_Incident,7.79
R034503,2026-06-16 08:54,LOW_VISIBILITY,EXC-219,Excavator,Large Excavator (30t class),3286.8,2.39,79.3,58.1,1.75,20.05,88.0,68.3,OP1046,Novice,1.9,Morning,71.3,15.7,65.7,2,46.4,2.73,84.0,70,7.6,Standard,Forward,1,0,4,66.0,0,Fastened,9.94,Worker,0,4.9,Clear,0,0,Cloudy,28.0,26.1,34.1,Loose,Trench_Edge,Zone C,Night_Poor,TSK-034503,Trenching,4,190.0,190.0,64.8,0.308,49.4,75.0,24.8,39.2,MEDIUM,0,0.1344,Normal,47.7,No_Incident,7.67
R021399,2026-06-16 09:03,EXCESSIVE_IDLE,WHL-309,Wheel Loader,Medium Wheel Loader,13806.5,10.59,82.6,61.8,5.67,11.75,66.5,64.1,OP1071,Intermediate,2.1,Morning,71.5,11.3,62.5,0,31.3,3.87,86.3,200,33.4,Standard,Reverse,4,1,19,61.4,0,Fastened,5.1,Structure,0,1.0,Warning,0,0,Cloudy,85.1,29.8,20.4,Dry,Flat,Zone B,Daylight,TSK-021399,Loading,1,771.7,771.7,200.1,0.093,165.1,146.3,29.0,17.5,LOW,1,0.9999,Excessive_Idle,134.6,No_Incident,26.64
R016051,2026-06-16 22:57,PROXIMITY_HAZARD,EXC-208,Excavator,Large Excavator (30t class),5826.3,4.09,83.6,60.8,2.29,15.99,76.3,67.8,OP1073,Experienced,6.0,Night,68.6,26.7,74.1,2,49.4,2.57,80.7,167,43.8,Eco,Forward,4,2,12,86.0,8,Fastened,0.93,Vehicle,1,2.0,Violated,1,1,Dust_Wind,34.6,27.6,53.7,Dry,Flat,Zone C,Night_Floodlit,TSK-016051,Trenching,4,427.0,427.0,117.3,0.521,111.0,191.0,50.9,94.6,CRITICAL,0,0.4675,Normal,94.2,Vehicle_Interaction,8.39
R015216,2026-06-17 08:43,HIGH_FUEL_CONSUMPTION,EXC-208,Excavator,Large Excavator (30t class),5911.3,4.1,80.7,58.7,2.49,27.29,80.4,69.5,OP1110,Experienced,5.6,Morning,67.3,36.6,68.9,2,62.7,2.06,64.4,126,27.7,Power,Reverse,1,0,10,80.6,1,Fastened,13.78,Structure,0,1.5,Clear,0,0,Cloudy,74.5,28.6,33.5,Dry,Flat,Zone A,Daylight,TSK-015216,Trenching,3,259.5,259.5,100.4,0.69,67.5,98.4,43.7,7.2,LOW,1,0.9997,Abnormal_Fuel,30.0,No_Incident,5.93
